Atualizado em: 2025-08-28
"Aeroporto_Origem_Designador_OACI";"Aeroporto_Origem_Nome_UF_Pais ";"Aeroporto_Destino_Designador_OACI";"Aeroporto_Destino_Nome_UF_Pais";"Etapas_Previstas";"Percentuais_de_Cancelamentos";"Percentuais_de_Atrasos_superiores_a_30_minutos";"Percentuais_de_Atrasos_superiores_a_60_minutos"
"SBMG";"SÍLVIO NAME JÚNIOR(PR, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"62";"1,61";"0";"0"
"SBMK";"MÁRIO RIBEIRO(MG, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"132";"0";"5,3";"0,76"
"SBMK";"MÁRIO RIBEIRO(MG, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"32";"0";"3,13";"0"
"SBMK";"MÁRIO RIBEIRO(MG, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"27";"0";"7,41";"0"
"SBML";"FRANK MILOYE MILENKOVICH(SP, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"31";"0";"0";"0"
"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"SAEZ";"MINISTRO PISTARINI INTERNATIONAL AIRPORT (EZEIZA INTERNATIONAL AIRPORT)(ARGENTINA)";"4";"0";"0";"0"
"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"SBAE";"AEROPORTO ESTADUAL DE BAURU-AREALVA / MOUSSA NAKHL TOBIAS(SP, BRASIL)";"4";"0";"0";"0"
"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"97";"0";"4,12";"1,03"
"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"SBCA";"ADALBERTO MENDES DA SILVA(PR, BRASIL)";"4";"0";"0";"0"
"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"71";"0";"7,04";"2,82"
"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"101";"0";"1,98";"0,99"
"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"SBGO";"SANTA GENOVEVA/GOIÂNIA(GO, BRASIL)";"10";"0";"0";"0"
"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"248";"1,61";"6,97";"1,23"
"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"88";"2,27";"8,14";"4,65"
"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"74";"0";"4,05";"1,35"
"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"SBRP";"LEITE LOPES(SP, BRASIL)";"12";"0";"8,33";"8,33"
"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"SBSG";"GOVERNADOR ALUIZIO ALVES(RN, BRASIL)";"14";"0";"14,29";"7,14"
"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"105";"1,9";"0,97";"0,97"
"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"SBSR";"PROFESSOR ERIBERTO MANOEL REINO(SP, BRASIL)";"18";"0";"11,11";"11,11"
"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"31";"0";"0";"0"
"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"SBUL";"TEN CEL AVIADOR CÉSAR BOMBONATO(MG, BRASIL)";"13";"0";"15,38";"0"
"SBMO";"ZUMBI DOS PALMARES(AL, BRASIL)";"SBUR";"MÁRIO DE ALMEIDA FRANCO(MG, BRASIL)";"4";"0";"25";"0"
"SBMQ";"ALBERTO ALCOLUMBRE(AP, BRASIL)";"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"129";"1,55";"6,3";"3,15"
"SBMQ";"ALBERTO ALCOLUMBRE(AP, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"31";"0";"9,68";"6,45"
"SBMQ";"ALBERTO ALCOLUMBRE(AP, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"35";"0";"5,71";"0"
"SBMY";"MANICORÉ(AM, BRASIL)";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"19";"21,05";"13,33";"6,67"
"SBNF";"MINISTRO VICTOR KONDER(SC, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"83";"0";"12,05";"4,82"
"SBNF";"MINISTRO VICTOR KONDER(SC, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"274";"3,28";"9,43";"4,15"
"SBNF";"MINISTRO VICTOR KONDER(SC, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"119";"1,68";"10,26";"5,98"
"SBNF";"MINISTRO VICTOR KONDER(SC, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"281";"1,42";"4,69";"2,53"
"SBNM";"SANTO ÂNGELO(RS, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"14";"0";"7,14";"7,14"
"SBNM";"SANTO ÂNGELO(RS, BRASIL)";"SBPA";"SALGADO FILHO(RS, BRASIL)";"17";"11,76";"6,67";"0"
"SBPA";"SALGADO FILHO(RS, BRASIL)";"LPPT";"LISBOA(PORTUGAL)";"14";"0";"0";"0"
"SBPA";"SALGADO FILHO(RS, BRASIL)";"MPTO";"TOCUMEN INTL(PANAMÁ)";"31";"0";"6,45";"6,45"
"SBPA";"SALGADO FILHO(RS, BRASIL)";"SABE";"JORGE NEWBERY AIRPORT(ARGENTINA)";"26";"15,38";"9,09";"4,55"
"SBPA";"SALGADO FILHO(RS, BRASIL)";"SAZS";"SAN CARLOS DE BARILOCHE AIRPORT(ARGENTINA)";"5";"0";"0";"0"
"SBPA";"SALGADO FILHO(RS, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"124";"0,81";"3,25";"2,44"
"SBPA";"SALGADO FILHO(RS, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"56";"1,79";"10,91";"5,45"
"SBPA";"SALGADO FILHO(RS, BRASIL)";"SBCT";"AFONSO PENA(PR, BRASIL)";"164";"4,88";"10,26";"7,05"
"SBPA";"SALGADO FILHO(RS, BRASIL)";"SBFL";"HERCÍLIO LUZ(SC, BRASIL)";"14";"0";"0";"0"
"SBPA";"SALGADO FILHO(RS, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"332";"2,11";"7,38";"4"
"SBPA";"SALGADO FILHO(RS, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"527";"3,23";"12,55";"5,88"
"SBPA";"SALGADO FILHO(RS, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"198";"1,52";"12,82";"8,21"
"SBPA";"SALGADO FILHO(RS, BRASIL)";"SBNM";"SANTO ÂNGELO(RS, BRASIL)";"17";"11,76";"13,33";"0"
"SBPA";"SALGADO FILHO(RS, BRASIL)";"SBPK";"PELOTAS(RS, BRASIL)";"14";"7,14";"0";"0"
"SBPA";"SALGADO FILHO(RS, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"58";"0";"10,34";"10,34"
"SBPA";"SALGADO FILHO(RS, BRASIL)";"SBSM";"SANTA MARIA(RS, BRASIL)";"14";"7,14";"0";"0"
"SBPA";"SALGADO FILHO(RS, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"658";"1,22";"9,54";"5,69"
"SBPA";"SALGADO FILHO(RS, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"9";"0";"0";"0"
"SBPA";"SALGADO FILHO(RS, BRASIL)";"SBUG";"RUBEM BERTA(RS, BRASIL)";"17";"11,76";"13,33";"0"
"SBPA";"SALGADO FILHO(RS, BRASIL)";"SCEL";"COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT(CHILE)";"45";"4,44";"6,98";"4,65"
"SBPA";"SALGADO FILHO(RS, BRASIL)";"SPJC";"JORGE CHÁVEZ INTERNATIONAL AIRPORT(PERU)";"18";"0";"38,89";"22,22"
"SBPF";"LAURO KURTZ(RS, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"45";"0";"6,67";"2,22"
"SBPF";"LAURO KURTZ(RS, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"31";"0";"6,45";"3,23"
"SBPJ";"BRIGADEIRO LYSIAS RODRIGUES(TO, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"66";"0";"0";"0"
"SBPJ";"BRIGADEIRO LYSIAS RODRIGUES(TO, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"18";"0";"0";"0"
"SBPJ";"BRIGADEIRO LYSIAS RODRIGUES(TO, BRASIL)";"SBGO";"SANTA GENOVEVA/GOIÂNIA(GO, BRASIL)";"31";"0";"0";"0"
"SBPJ";"BRIGADEIRO LYSIAS RODRIGUES(TO, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"93";"1,08";"3,26";"2,17"
"SBPJ";"BRIGADEIRO LYSIAS RODRIGUES(TO, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"33";"0";"9,09";"6,06"
"SBPK";"PELOTAS(RS, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"26";"0";"0";"0"
"SBPK";"PELOTAS(RS, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"13";"7,69";"33,33";"8,33"
"SBPK";"PELOTAS(RS, BRASIL)";"SBPA";"SALGADO FILHO(RS, BRASIL)";"14";"7,14";"0";"0"
"SBPL";"SENADOR NILO COELHO(PE, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"89";"0";"2,25";"1,12"
"SBPL";"SENADOR NILO COELHO(PE, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"28";"3,57";"3,7";"0"
"SBPL";"SENADOR NILO COELHO(PE, BRASIL)";"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"31";"0";"3,23";"3,23"
"SBPO";"JUVENAL LOUREIRO CARDOSO(PR, BRASIL)";"SBCT";"AFONSO PENA(PR, BRASIL)";"14";"7,14";"0";"0"
"SBPO";"JUVENAL LOUREIRO CARDOSO(PR, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"17";"0";"0";"0"
"SBPP";"PONTA PORÃ(MS, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"14";"0";"14,29";"14,29"
"SBPS";"PORTO SEGURO(BA, BRASIL)";"SABE";"JORGE NEWBERY AIRPORT(ARGENTINA)";"4";"25";"0";"0"
"SBPS";"PORTO SEGURO(BA, BRASIL)";"SAEZ";"MINISTRO PISTARINI INTERNATIONAL AIRPORT (EZEIZA INTERNATIONAL AIRPORT)(ARGENTINA)";"4";"0";"0";"0"
"SBPS";"PORTO SEGURO(BA, BRASIL)";"SBAE";"AEROPORTO ESTADUAL DE BAURU-AREALVA / MOUSSA NAKHL TOBIAS(SP, BRASIL)";"8";"0";"12,5";"12,5"
"SBPS";"PORTO SEGURO(BA, BRASIL)";"SBAU";"ESTADUAL DARIO GUARITA(SP, BRASIL)";"4";"0";"0";"0"
"SBPS";"PORTO SEGURO(BA, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"31";"0";"3,23";"3,23"
"SBPS";"PORTO SEGURO(BA, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"177";"0,56";"2,84";"1,7"
"SBPS";"PORTO SEGURO(BA, BRASIL)";"SBDN";"PRESIDENTE PRUDENTE(SP, BRASIL)";"8";"0";"25";"0"
"SBPS";"PORTO SEGURO(BA, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"31";"3,23";"3,33";"0"
"SBPS";"PORTO SEGURO(BA, BRASIL)";"SBGO";"SANTA GENOVEVA/GOIÂNIA(GO, BRASIL)";"13";"0";"0";"0"
"SBPS";"PORTO SEGURO(BA, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"217";"0,92";"11,63";"5,58"
"SBPS";"PORTO SEGURO(BA, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"91";"0";"8,79";"4,4"
"SBPS";"PORTO SEGURO(BA, BRASIL)";"SBLO";"GOVERNADOR JOSÉ RICHA(PR, BRASIL)";"4";"0";"0";"0"
"SBPS";"PORTO SEGURO(BA, BRASIL)";"SBRP";"LEITE LOPES(SP, BRASIL)";"18";"0";"11,11";"0"
"SBPS";"PORTO SEGURO(BA, BRASIL)";"SBSP";"CONGONHAS(SP, BRASIL)";"163";"2,45";"4,4";"2,52"
"SBPS";"PORTO SEGURO(BA, BRASIL)";"SBSR";"PROFESSOR ERIBERTO MANOEL REINO(SP, BRASIL)";"13";"0";"0";"0"
"SBPS";"PORTO SEGURO(BA, BRASIL)";"SBSV";"DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL)";"9";"0";"11,11";"11,11"
"SBPS";"PORTO SEGURO(BA, BRASIL)";"SBUL";"TEN CEL AVIADOR CÉSAR BOMBONATO(MG, BRASIL)";"18";"0";"0";"0"
"SBPV";"GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA(RO, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"58";"0";"0";"0"
"SBPV";"GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA(RO, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"32";"3,13";"0";"0"
"SBPV";"GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA(RO, BRASIL)";"SBCY";"MARECHAL RONDON(MT, BRASIL)";"11";"0";"9,09";"0"
"SBPV";"GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA(RO, BRASIL)";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"35";"0";"0";"0"
"SBPV";"GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA(RO, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"62";"1,61";"18,03";"8,2"
"SBPV";"GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA(RO, BRASIL)";"SBJI";"JI-PARANÁ(RO, BRASIL)";"4";"0";"0";"0"
"SBPV";"GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA(RO, BRASIL)";"SBRB";"PLÁCIDO DE CASTRO(AC, BRASIL)";"14";"0";"7,14";"0"
"SBRB";"PLÁCIDO DE CASTRO(AC, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"61";"0";"3,28";"1,64"
"SBRB";"PLÁCIDO DE CASTRO(AC, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"31";"0";"3,23";"0"
"SBRB";"PLÁCIDO DE CASTRO(AC, BRASIL)";"SBCZ";"CRUZEIRO DO SUL(AC, BRASIL)";"17";"0";"5,88";"5,88"
"SBRB";"PLÁCIDO DE CASTRO(AC, BRASIL)";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"14";"0";"0";"0"
"SBRB";"PLÁCIDO DE CASTRO(AC, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"22";"0";"4,55";"0"
"SBRB";"PLÁCIDO DE CASTRO(AC, BRASIL)";"SBPV";"GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA(RO, BRASIL)";"14";"0";"0";"0"
"SBRD";"RONDONÓPOLIS(MT, BRASIL)";"SBKP";"VIRACOPOS(SP, BRASIL)";"23";"4,35";"4,55";"4,55"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"KMCO";"ORLANDO INTERNATIONAL AIRPORT(ESTADOS UNIDOS DA AMÉRICA)";"8";"0";"12,5";"0"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"LEMD";"ADOLFO SUÁREZ MADRID-BARAJAS AIRPORT(ESPANHA)";"14";"7,14";"7,69";"7,69"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"LPPR";"PORTO(PORTUGAL)";"9";"0";"11,11";"11,11"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"LPPT";"LISBOA(PORTUGAL)";"52";"5,77";"26,53";"12,24"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SABE";"JORGE NEWBERY AIRPORT(ARGENTINA)";"9";"0";"11,11";"11,11"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SACO";"INGENIERO AMBROSIO L.V. TARAVELLA INTERNATIONAL AIRPORT(ARGENTINA)";"4";"0";"0";"0"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SAEZ";"MINISTRO PISTARINI INTERNATIONAL AIRPORT (EZEIZA INTERNATIONAL AIRPORT)(ARGENTINA)";"18";"0";"22,22";"11,11"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBAE";"AEROPORTO ESTADUAL DE BAURU-AREALVA / MOUSSA NAKHL TOBIAS(SP, BRASIL)";"5";"0";"0";"0"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBAR";"SANTA MARIA(SE, BRASIL)";"62";"0";"4,84";"4,84"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBBE";"INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL)";"62";"0";"0";"0"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBBR";"PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL)";"244";"0";"3,69";"0,82"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBCF";"TANCREDO NEVES(MG, BRASIL)";"165";"1,21";"6,13";"3,68"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBCT";"AFONSO PENA(PR, BRASIL)";"12";"0";"33,33";"33,33"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBDN";"PRESIDENTE PRUDENTE(SP, BRASIL)";"4";"0";"25";"0"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBEG";"EDUARDO GOMES(AM, BRASIL)";"31";"0";"3,23";"0"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBFI";"CATARATAS(PR, BRASIL)";"9";"0";"0";"0"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBFL";"HERCÍLIO LUZ(SC, BRASIL)";"13";"0";"0";"0"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBFN";"FERNANDO DE NORONHA(PE, BRASIL)";"97";"3,09";"11,7";"4,26"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBFZ";"PINTO MARTINS(CE, BRASIL)";"196";"0";"6,63";"2,55"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBGL";"AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL)";"257";"0,78";"5,88";"3,14"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBGO";"SANTA GENOVEVA/GOIÂNIA(GO, BRASIL)";"79";"0";"3,8";"2,53"
"SBRF";"GUARARAPES - GILBERTO FREYRE(PE, BRASIL)";"SBGR";"GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL)";"457";"0,66";"9,47";"2,42"
